sample,component,n,r2,mae_gev,rmse_gev,bias_gev,sigma_gev,width68_gev,p95_abs_error_gev,p99_abs_error_gev,normalized_bias_mean,normalized_resolution_sigma,normalized_width68
validation_focus,E,50626,0.8747683984563799,11.28066565113952,20.408697072845033,-1.3494768669238577,20.364032714489305,9.40877465582605,43.4792981809423,89.66652722011183,0.01101962883514004,0.1510907375863139,0.0682675630017446
validation_focus,px,50626,0.9659237214645318,2.357928311901932,5.177997796638241,0.0006814310015970202,5.177997751799654,1.5799684137342531,9.956480379256092,23.960088882350632,-8.849792961894061e-05,0.03930546128246856,0.011674460376813862
validation_focus,py,50626,0.9652532768244463,2.365644305749867,5.2079000693056825,0.08843076769203727,5.2071492326607585,1.5881142073408174,9.944289603277262,23.756589180638993,-0.0010470022091861333,0.03878515297857557,0.011706119858046975
validation_focus,pz,50626,0.8834363089788279,10.696256415837215,19.13746859760716,-1.2477701280597187,19.096747734415985,9.074052320451727,40.73464662759873,83.16133050045406,0.010474742944086547,0.1414588551694831,0.06577437474851715
test_focus,E,50685,0.8788983703928471,11.48034175891426,20.05914890606345,-0.005072212252994719,20.059148264776578,9.49010960491602,42.856956450829514,87.34110514670749,0.02376007491279023,0.15251211295180692,0.07149108719165927
test_focus,px,50685,0.9676409449000369,2.369773474672767,5.061534131369268,0.08240692854975457,5.060863252563049,1.6495735399851132,9.85072029270393,23.218312172278363,0.0003943171308963433,0.038909813401170334,0.01217758512726988
test_focus,py,50685,0.9670951362566333,2.3753668774864702,5.059352502973151,0.0839830322175954,5.058655414202496,1.64216571567681,10.114193115970016,23.19761756412515,-0.0012581614143137533,0.03909009287300956,0.012234084232947084
test_focus,pz,50685,0.8872471080086927,10.891485874543266,18.810677733258473,0.05719503488654768,18.810590780528145,9.141678874406827,40.24231767649117,81.12321344212658,0.022842878231927852,0.14286072616919218,0.06899083727371398
