sample,n,angular_valid_fraction,angular_median_mrad,angular_68_mrad,angular_95_mrad,mass_shell_residual_abs_max_gev2,mass_shell_residual_rms_gev2
all_test_0_300,76105,1.0,6.265164464214547,8.982643399133947,31.861440628050346,3.2773117553119846e-11,5.8685365513186786e-12
focus_50_250,50685,1.0,5.8724493694553725,7.981126925992019,16.62022486411495,3.2773117553119846e-11,5.623059735439802e-12
