component,best_validation_round,best_validation_rmse,train_rmse_at_best_round,validation_minus_train
overall,735,0.2143414040678046,0.19084293231435,0.023498471753454597
E,980,20.408325706358482,17.718916789985165,2.689408916373317
px,2499,5.177989169890205,5.986772466219856,-0.8087832963296506
py,2499,5.20788450849503,5.837493110946462,-0.629608602451432
pz,980,19.135673644391403,16.595085477574898,2.540588166816505
